Snapshot,Label,Time,Value1,Value2,Value3,Value4,Value5,Category1,Category2,Category3
0,0,2025/09/23 11:00:00,41,7960,-0.158622669,1040,0.997588454,A,A,E
0,0,2025/09/23 12:00:00,42,7959,-0.916521548,1041,0.750179753,A,A,E
0,0,2025/09/23 13:00:00,43,7958,-0.831774743,1042,0.194094079,A,C,E
0,0,2025/09/23 14:00:00,44,7957,0.017701925,1043,-0.441855619,A,B,E
0,0,2025/09/23 15:00:00,45,7956,0.850903525,1044,-0.895994684,A,C,E
0,0,2025/09/23 16:00:00,46,7955,0.901788348,1045,-0.981458207,A,D,E
0,0,2025/09/23 17:00:00,47,7954,0.123573123,1046,-0.663080453,A,C,E
0,0,2025/09/23 18:00:00,48,7953,-0.768254661,1047,-0.071864534,A,D,E
0,0,2025/09/23 19:00:00,49,7952,-0.953752653,1048,0.548921533,A,C,E
0,0,2025/09/23 20:00:00,50,7951,-0.262374854,1049,0.943842484,A,B,E
0,0,2025/09/23 21:00:00,51,7950,0.670229176,1050,0.950399925,A,A,E
0,0,2025/09/23 22:00:00,52,7949,0.986627592,1051,0.565895663,A,D,E
0,0,2025/09/23 23:00:00,53,7948,0.39592515,1052,-0.051458074,A,C,E
0,0,2025/09/24 00:00:00,54,7947,-0.558789049,1053,-0.647638322,A,C,E
0,0,2025/09/24 01:00:00,55,7946,-0.999755173,1054,-0.977334388,A,A,E
0,0,2025/09/24 02:00:00,56,7945,-0.521551002,1055,-0.904886009,A,D,E
0,0,2025/09/24 03:00:00,57,7944,0.436164755,1056,-0.460103568,A,C,E
0,0,2025/09/24 04:00:00,58,7943,0.992872648,1057,0.173998002,A,B,E
0,0,2025/09/24 05:00:00,59,7942,0.636738007,1058,0.736504495,A,D,E
0,0,2025/09/24 06:00:00,60,7941,-0.304810621,1059,0.995960982,A,A,E
0,0,2025/09/24 07:00:00,61,7940,-0.96611777,1060,0.845608727,A,C,E
0,0,2025/09/24 08:00:00,62,7939,-0.739180697,1061,0.347313272,A,C,E
0,0,2025/09/24 09:00:00,63,7938,0.1673557,1062,-0.29389141,A,D,E
0,0,2025/09/24 10:00:00,64,7937,0.920026038,1063,-0.814168394,A,A,E
0,0,2025/09/24 11:00:00,65,7936,0.826828679,1064,-0.999438955,A,C,E
0,0,2025/09/24 12:00:00,66,7935,-0.026551154,1065,-0.773469689,A,C,E
0,0,2025/09/24 13:00:00,67,7934,-0.855519979,1066,-0.229240323,A,A,E
0,0,2025/09/24 14:00:00,68,7933,-0.897927681,1067,0.409314714,A,B,E
0,0,2025/09/24 15:00:00,69,7932,-0.114784814,1068,0.879448748,A,C,E
0,0,2025/09/24 16:00:00,70,7931,0.773890682,1069,0.987715406,A,D,E
0,0,2025/09/24 17:00:00,71,7930,0.951054653,1070,0.689566134,A,B,E
0,0,2025/09/24 18:00:00,72,7929,0.253823363,1071,0.107680616,A,C,E
0,0,2025/09/24 19:00:00,73,7928,-0.676771957,1072,-0.518512319,A,C,E
0,0,2025/09/24 20:00:00,74,7927,-0.98514626,1073,-0.931352637,A,B,E
0,0,2025/09/24 21:00:00,75,7926,-0.387781635,1074,-0.960968651,A,B,E
0,0,2025/09/24 22:00:00,76,7925,0.566107637,1075,-0.595174241,A,D,E
0,0,2025/09/24 23:00:00,77,7924,0.999520159,1076,0.01551692,A,B,E
0,0,2025/09/25 00:00:00,78,7923,0.513978456,1077,0.619823323,A,C,E
0,0,2025/09/25 01:00:00,79,7922,-0.444112669,1078,0.969090601,A,B,E
0,0,2025/09/25 02:00:00,80,7921,-0.993888654,1079,0.919605511,A,A,E
0,0,2025/09/25 03:00:00,81,7920,-0.629887994,1080,0.491729714,A,D,E
0,0,2025/09/25 04:00:00,82,7919,0.313228782,1081,-0.138478442,A,A,E
0,0,2025/09/25 05:00:00,83,7918,0.968364461,1082,-0.71170678,A,D,E
0,0,2025/09/25 06:00:00,84,7917,0.73319032,1083,-0.992088644,A,D,E
0,0,2025/09/25 07:00:00,85,7916,-0.17607562,1084,-0.864255119,A,B,E
0,0,2025/09/25 08:00:00,86,7915,-0.923458447,1085,-0.380805952,A,D,E
0,0,2025/09/25 09:00:00,87,7914,-0.821817837,1086,0.2593337,A,D,E
0,0,2025/09/25 10:00:00,88,7913,0.035398303,1087,0.792765137,A,A,E
0,0,2025/09/25 11:00:00,89,7912,0.860069406,1088,0.999996964,A,A,E
0,0,2025/09/25 12:00:00,90,7911,0.893996664,1089,0.79575936,A,D,E
0,0,2025/09/25 13:00:00,91,7910,0.105987512,1090,0.26409011,A,C,E
0,0,2025/09/25 14:00:00,92,7909,-0.77946607,1091,-0.376244477,A,D,E
0,0,2025/09/25 15:00:00,93,7908,-0.948282141,1092,-0.861765493,A,C,E
0,0,2025/09/25 16:00:00,94,7907,-0.245251985,1093,-0.992695275,A,C,E
0,0,2025/09/25 17:00:00,95,7906,0.683261715,1094,-0.715160056,A,C,E
0,0,2025/09/25 18:00:00,96,7905,0.983587745,1095,-0.143357443,A,C,E
0,0,2025/09/25 19:00:00,97,7904,0.379607739,1096,0.487432556,A,A,E
0,0,2025/09/25 20:00:00,98,7903,-0.573381872,1097,0.917658349,A,C,E
0,0,2025/09/25 21:00:00,99,7902,-0.999206834,1098,0.970294636,A,D,E
0,0,2025/09/25 22:00:00,100,7901,-0.506365641,1099,0.623683129,A,D,E
1,0,2025/07/14 20:00:00,101,7900,0.452025787,1100,0.020444301,A,B,E
1,0,2025/07/14 21:00:00,102,7899,0.994826791,1101,-0.591206758,A,B,E
1,0,2025/07/14 22:00:00,103,7898,0.622988631,1102,-0.95959357,A,B,E
1,0,2025/07/14 23:00:00,104,7897,-0.321622403,1103,-0.933135762,A,A,E
1,0,2025/07/15 00:00:00,105,7896,-0.970535284,1104,-0.522719948,A,C,E
1,0,2025/07/15 01:00:00,106,7895,-0.7271425,1105,0.1027798,A,B,E
1,0,2025/07/15 02:00:00,107,7894,0.184781745,1106,0.685988673,A,A,E
1,0,2025/07/15 03:00:00,108,7893,0.926818505,1107,0.98693332,A,C,E
1,0,2025/07/15 04:00:00,109,7892,0.816742607,1108,0.881783842,A,B,E
1,0,2025/07/15 05:00:00,110,7891,-0.044242678,1109,0.413806166,A,B,E
1,0,2025/07/15 06:00:00,111,7890,-0.864551449,1110,-0.224440614,A,A,E
1,0,2025/07/15 07:00:00,112,7889,-0.889995604,1111,-0.770336662,A,A,E
1,0,2025/07/15 08:00:00,113,7888,-0.097181906,1112,-0.99926176,A,C,E
1,0,2025/07/15 09:00:00,114,7887,0.784980389,1113,-0.817019941,A,D,E
1,0,2025/07/15 10:00:00,115,7886,0.945435334,1114,-0.298598371,A,C,E
1,0,2025/07/15 11:00:00,116,7885,0.236661393,1115,0.342687674,A,B,E
1,0,2025/07/15 12:00:00,117,7884,-0.689697941,1116,0.842967789,A,B,E
1,0,2025/07/15 13:00:00,118,7883,-0.981952169,1117,0.996391373,A,A,E
1,0,2025/07/15 14:00:00,119,7882,-0.371404101,1118,0.739829121,A,B,E
1,0,2025/07/15 15:00:00,120,7881,0.580611184,1119,0.178848877,A,C,E
1,0,2025/07/15 16:00:00,121,7880,0.998815225,1120,-0.455722436,A,B,E
1,0,2025/07/15 17:00:00,122,7879,0.498713154,1121,-0.902777328,A,C,E
1,0,2025/07/15 18:00:00,123,7878,-0.459903491,1122,-0.978365819,A,A,E
1,0,2025/07/15 19:00:00,124,7877,-0.995686987,1123,-0.65138546,A,A,E
1,0,2025/07/15 20:00:00,125,7876,-0.616040459,1124,-0.056379083,A,A,E
1,0,2025/07/15 21:00:00,126,7875,0.329990826,1125,0.561825634,A,C,E
1,0,2025/07/15 22:00:00,127,7874,0.972630067,1126,0.948855575,A,B,E
1,0,2025/07/15 23:00:00,128,7873,0.721037711,1127,0.945459267,A,B,E
1,0,2025/07/16 00:00:00,129,7872,-0.193473392,1128,0.55303419,A,D,E
1,0,2025/07/16 01:00:00,130,7871,-0.93010595,1129,-0.066948241,A,B,E
1,0,2025/07/16 02:00:00,131,7870,-0.811603387,1130,-0.659383434,A,A,E
1,0,2025/07/16 03:00:00,132,7869,0.053083587,1131,-0.980501676,A,A,E
1,0,2025/07/16 04:00:00,133,7868,0.868965756,1132,-0.898172227,A,C,E
1,0,2025/07/16 05:00:00,134,7867,0.885924816,1133,-0.44627124,A,D,E
1,0,2025/07/16 06:00:00,135,7866,0.088368686,1134,0.189257278,A,D,E
1,0,2025/07/16 07:00:00,136,7865,-0.790433207,1135,0.746911975,A,A,E
1,0,2025/07/16 08:00:00,137,7864,-0.942514455,1136,0.997234293,A,C,E
1,0,2025/07/16 09:00:00,138,7863,-0.22805226,1137,0.837223938,A,C,E
1,0,2025/07/16 10:00:00,139,7862,0.696080131,1138,0.332720479,A,B,E
1,0,2025/07/16 11:00:00,140,7861,0.980239659,1139,-0.308687702,A,A,E
1,0,2025/07/16 12:00:00,141,7860,0.363171365,1140,-0.823079944,A,D,E
1,0,2025/07/16 13:00:00,142,7859,-0.587795007,1141,-0.998798921,A,C,E
1,0,2025/07/16 14:00:00,143,7858,-0.998345361,1142,-0.763541427,A,C,E
1,0,2025/07/16 15:00:00,144,7857,-0.491021594,1143,-0.214109022,A,A,E
1,0,2025/07/16 16:00:00,145,7856,0.467745162,1144,0.423422968,A,A,E
1,0,2025/07/16 17:00:00,146,7855,0.996469173,1145,0.886728821,A,B,E
1,0,2025/07/16 18:00:00,147,7854,0.609044022,1146,0.985171763,A,A,E
1,0,2025/07/16 19:00:00,148,7853,-0.338333394,1147,0.678245408,A,A,E
1,0,2025/07/16 20:00:00,149,7852,-0.974648648,1148,0.092240954,A,C,E
1,0,2025/07/16 21:00:00,150,7851,-0.71487643,1149,-0.531717948,A,C,E
1,0,2025/07/16 22:00:00,151,7850,0.202149881,1150,-0.936890504,A,A,E
1,0,2025/07/16 23:00:00,152,7849,0.933320524,1151,-0.956560087,A,C,E
1,0,2025/07/17 00:00:00,153,7848,0.806400581,1152,-0.58263324,A,B,E
1,0,2025/07/17 01:00:00,154,7847,-0.061920337,1153,0.031030103,A,D,E
1,0,2025/07/17 02:00:00,155,7846,-0.873311983,1154,0.631925469,A,B,E
1,0,2025/07/17 03:00:00,156,7845,-0.881784619,1155,0.972802031,A,D,E
1,0,2025/07/17 04:00:00,157,7844,-0.079548543,1156,0.91339908,A,B,E
1,0,2025/07/17 05:00:00,158,7843,0.795824097,1157,0.478159188,A,A,E
1,0,2025/07/17 06:00:00,159,7842,0.939519732,1158,-0.153829191,A,B,E
1,0,2025/07/17 07:00:00,160,7841,0.219425258,1159,-0.722521368,A,C,E
1,0,2025/07/17 08:00:00,161,7840,-0.702407786,1160,-0.993917186,A,B,E
1,0,2025/07/17 09:00:00,162,7839,-0.978450351,1161,-0.856345222,A,A,E
1,0,2025/07/17 10:00:00,163,7838,-0.354910176,1162,-0.366412308,A,A,E
1,0,2025/07/17 11:00:00,164,7837,0.594932778,1163,0.274288529,A,D,E
1,0,2025/07/17 12:00:00,165,7836,0.997797279,1164,0.802127678,A,B,E
1,0,2025/07/17 13:00:00,166,7835,0.483291564,1165,0.999914805,A,A,E
1,0,2025/07/17 14:00:00,167,7834,-0.475550187,1166,0.786266307,A,C,E
1,0,2025/07/17 15:00:00,168,7833,-0.997173289,1167,0.249092277,A,C,E
1,0,2025/07/17 16:00:00,169,7832,-0.601999868,1168,-0.390575923,A,D,E
1,0,2025/07/17 17:00:00,170,7831,0.346649455,1169,-0.869533581,A,B,E
1,0,2025/07/17 18:00:00,171,7830,0.976590868,1170,-0.990703665,A,A,E
1,0,2025/07/17 19:00:00,172,7829,0.70865914,1171,-0.704228238,A,A,E
1,0,2025/07/17 20:00:00,173,7828,-0.210810533,1172,-0.127983538,A,D,E
1,0,2025/07/17 21:00:00,174,7827,-0.936461974,1173,0.500922635,A,B,E
1,0,2025/07/17 22:00:00,175,7826,-0.801134595,1174,0.92371383,A,B,E
1,0,2025/07/17 23:00:00,176,7825,0.070752236,1175,0.966423867,A,A,E
1,0,2025/07/18 00:00:00,177,7824,0.877589788,1176,0.611478818,A,B,E
1,0,2025/07/18 01:00:00,178,7823,0.877575336,1177,0.004928163,A,B,E
1,0,2025/07/18 02:00:00,179,7822,0.070722167,1178,-0.603650287,A,B,E
1,0,2025/07/18 03:00:00,180,7821,-0.801152636,1179,-0.963844342,A,A,E
1,0,2025/07/18 04:00:00,181,7820,-0.9364514,1180,-0.92744471,A,C,E
1,0,2025/07/18 05:00:00,182,7819,-0.210781066,1181,-0.509428772,A,D,E
1,0,2025/07/18 06:00:00,183,7818,0.708680408,1182,0.11820217,A,C,E
1,0,2025/07/18 07:00:00,184,7817,0.976584383,1183,0.697196384,A,C,E
1,0,2025/07/18 08:00:00,185,7816,0.34662118,1184,0.989314727,A,C,E
1,0,2025/07/18 09:00:00,186,7815,-0.602023938,1185,0.874359067,A,B,E
1,0,2025/07/18 10:00:00,187,7814,-0.997171023,1186,0.399630286,A,A,E
1,0,2025/07/18 11:00:00,188,7813,-0.475523669,1187,-0.239534641,A,B,E
1,0,2025/07/18 12:00:00,189,7812,0.483317954,1188,-0.780138086,A,A,E
1,0,2025/07/18 13:00:00,190,7811,0.997799279,1189,-0.999737582,A,B,E
1,0,2025/07/18 14:00:00,191,7810,0.594908548,1190,-0.807974374,A,A,E
1,0,2025/07/18 15:00:00,192,7809,-0.354938358,1191,-0.283753401,A,D,E
1,0,2025/07/18 16:00:00,193,7808,-0.978456575,1192,0.357223777,A,A,E
1,0,2025/07/18 17:00:00,194,7807,-0.702386329,1193,0.851213845,A,B,E
1,0,2025/07/18 18:00:00,195,7806,0.219454668,1194,0.994954372,A,A,E
1,0,2025/07/18 19:00:00,196,7805,0.939530056,1195,0.729300347,A,B,E
1,0,2025/07/18 20:00:00,197,7804,0.795805843,1196,0.163560611,A,C,E
1,0,2025/07/18 21:00:00,198,7803,-0.079578592,1197,-0.46947952,A,A,E
1,0,2025/07/18 22:00:00,199,7802,-0.881798836,1198,-0.909342594,A,A,E
1,0,2025/07/18 23:00:00,200,7801,-0.873297297,1199,-0.975037852,A,D,E
2,0,2025/05/25 17:00:00,201,7800,-0.061890251,1200,-0.639533621,A,C,E
2,0,2025/05/25 18:00:00,202,7799,0.806418407,1201,-0.040880056,A,D,E
2,0,2025/05/25 19:00:00,203,7798,0.9333097,1202,0.574594454,A,C,E
2,0,2025/05/25 20:00:00,204,7797,0.202120359,1203,0.953640192,A,A,E
2,0,2025/05/25 21:00:00,205,7796,-0.714897508,1204,0.940290952,A,D,E
2,0,2025/05/25 22:00:00,206,7795,-0.974641903,1205,0.540039553,A,B,E
2,0,2025/05/25 23:00:00,207,7794,-0.338305028,1206,-0.082422287,A,A,E
2,0,2025/05/26 00:00:00,208,7793,0.60906793,1207,-0.670969774,A,D,E
2,0,2025/05/26 01:00:00,209,7792,0.996466642,1208,-0.98343287,A,A,E
2,0,2025/05/26 02:00:00,210,7791,0.467718518,1209,-0.891242175,A,C,E
2,0,2025/05/26 03:00:00,211,7790,-0.491047854,1210,-0.432331455,A,B,E
2,0,2025/05/26 04:00:00,212,7789,-0.998347094,1211,0.204470983,A,D,E
2,0,2025/05/26 05:00:00,213,7788,-0.58777062,1212,0.757139606,A,D,E
2,0,2025/05/26 06:00:00,214,7787,0.363199451,1213,0.99826748,A,C,E
2,0,2025/05/26 07:00:00,215,7786,0.980245622,1214,0.828637555,A,C,E
2,0,2025/05/26 08:00:00,216,7785,0.696058488,1215,0.31804757,A,D,E
2,0,2025/05/26 09:00:00,217,7784,-0.228081609,1216,-0.323409664,A,C,E
2,0,2025/05/26 10:00:00,218,7783,-0.942524527,1217,-0.831793304,A,A,E
2,0,2025/05/26 11:00:00,219,7782,-0.790414741,1218,-0.997918387,A,D,E
2,0,2025/05/26 12:00:00,220,7781,0.088398712,1219,-0.753429312,A,B,E
2,0,2025/05/26 13:00:00,221,7780,0.885938798,1220,-0.198926165,A,D,E
2,0,2025/05/26 14:00:00,222,7779,0.868950838,1221,0.437429266,A,D,E
2,0,2025/05/26 15:00:00,223,7778,0.053053485,1222,0.89379538,A,D,E
2,0,2025/05/26 16:00:00,224,7777,-0.811620997,1223,0.9823909,A,D,E
2,0,2025/05/26 17:00:00,225,7776,-0.930094878,1224,0.666761368,A,D,E
2,0,2025/05/26 18:00:00,226,7775,-0.193443817,1225,0.076779082,A,B,E
2,0,2025/05/26 19:00:00,227,7774,0.721058597,1226,-0.544795545,A,B,E
2,0,2025/05/26 20:00:00,228,7773,0.972623062,1227,-0.942202778,A,B,E
2,0,2025/05/26 21:00:00,229,7772,0.32996237,1228,-0.951921193,A,D,E
2,0,2025/05/26 22:00:00,230,7771,-0.616064204,1229,-0.569951947,A,C,E
2,0,2025/05/26 23:00:00,231,7770,-0.99568419,1230,0.046535815,A,B,E
2,0,2025/05/27 00:00:00,232,7769,-0.459876723,1231,0.643875454,A,C,E
2,0,2025/05/27 01:00:00,233,7768,0.498739282,1232,0.976279221,A,A,E
2,0,2025/05/27 02:00:00,234,7767,0.998816691,1233,0.906972713,A,B,E
2,0,2025/05/27 03:00:00,235,7766,0.580586641,1234,0.464473525,A,D,E
2,0,2025/05/27 04:00:00,236,7765,-0.371432089,1235,-0.1691429,A,A,E
2,0,2025/05/27 05:00:00,237,7764,-0.98195787,1236,-0.733161981,A,A,E
2,0,2025/05/27 06:00:00,238,7763,-0.689676113,1237,-0.995506403,A,A,E
2,0,2025/05/27 07:00:00,239,7762,0.236690681,1238,-0.848229127,A,A,E
2,0,2025/05/27 08:00:00,240,7761,0.945445155,1239,-0.351930435,A,D,E
2,0,2025/05/27 09:00:00,241,7760,0.784961713,1240,0.289177312,A,B,E
2,0,2025/05/27 10:00:00,242,7759,-0.097211908,1241,0.811297074,A,B,E
2,0,2025/05/27 11:00:00,243,7758,-0.890009349,1242,0.999591877,A,D,E
2,0,2025/05/27 12:00:00,244,7757,-0.864536299,1243,0.77658393,A,A,E
2,0,2025/05/27 13:00:00,245,7756,-0.044212563,1244,0.234034464,A,B,E
2,0,2025/05/27 14:00:00,246,7755,0.81676,1245,-0.404813321,A,D,E
2,0,2025/05/27 15:00:00,247,7754,0.926807186,1246,-0.877092294,A,C,E
2,0,2025/05/27 16:00:00,248,7753,0.184752119,1247,-0.988473504,A,A,E
2,0,2025/05/27 17:00:00,249,7752,-0.727163193,1248,-0.693126848,A,D,E
2,0,2025/05/27 18:00:00,250,7751,-0.97052802,1249,-0.112578816,A,B,E
2,0,2025/05/27 19:00:00,251,7750,-0.32159386,1250,0.514292098,A,B,E
2,0,2025/05/27 20:00:00,252,7749,0.623012211,1251,0.929546892,A,C,E
2,0,2025/05/27 21:00:00,253,7748,0.994823729,1252,0.962320394,A,D,E
2,0,2025/05/27 22:00:00,254,7747,0.451998898,1253,0.599127269,A,D,E
2,0,2025/05/27 23:00:00,255,7746,-0.506391635,1254,-0.010589162,A,D,E
2,0,2025/05/28 00:00:00,256,7745,-0.999208034,1255,-0.615948463,A,B,E
2,0,2025/05/28 01:00:00,257,7744,-0.573357175,1256,-0.96786303,A,C,E
2,0,2025/05/28 02:00:00,258,7743,0.379635627,1257,-0.921530338,A,C,E
2,0,2025/05/28 03:00:00,259,7742,0.983593184,1258,-0.49601493,A,B,E
2,0,2025/05/28 04:00:00,260,7741,0.683239704,1259,0.133596078,A,A,E
2,0,2025/05/28 05:00:00,261,7740,-0.245281209,1260,0.708236218,A,B,E
2,0,2025/05/28 06:00:00,262,7739,-0.94829171,1261,0.991457919,A,B,E
2,0,2025/05/28 07:00:00,263,7738,-0.779447185,1262,0.866723755,A,D,E
2,0,2025/05/28 08:00:00,264,7737,0.106017486,1263,0.385358178,A,A,E
2,0,2025/05/28 09:00:00,265,7736,0.89401017,1264,-0.254570991,A,D,E
2,0,2025/05/28 10:00:00,266,7735,0.860054026,1265,-0.789751661,A,A,E
2,0,2025/05/28 11:00:00,267,7734,0.035368177,1266,-0.999972677,A,B,E
2,0,2025/05/28 12:00:00,268,7733,-0.821835011,1267,-0.798734256,A,B,E
2,0,2025/05/28 13:00:00,269,7732,-0.92344688,1268,-0.268840106,A,C,E
2,0,2025/05/28 14:00:00,270,7731,-0.176045946,1269,0.371673865,A,C,E
2,0,2025/05/28 15:00:00,271,7730,0.733210819,1270,0.859254938,A,D,E
2,0,2025/05/28 16:00:00,272,7729,0.968356938,1271,0.993277796,A,D,E
2,0,2025/05/28 17:00:00,273,7728,0.313200155,1272,0.718595964,A,B,E
2,0,2025/05/28 18:00:00,274,7727,-0.629911407,1273,0.148232962,A,A,E
2,0,2025/05/28 19:00:00,275,7726,-0.993885326,1274,-0.483123559,A,B,E
2,0,2025/05/28 20:00:00,276,7725,-0.44408566,1275,-0.915688899,A,B,E
2,0,2025/05/28 21:00:00,277,7724,0.514004314,1276,-0.971475105,A,C,E
2,0,2025/05/28 22:00:00,278,7723,0.999521092,1277,-0.627527789,A,C,E
2,0,2025/05/28 23:00:00,279,7722,0.566082788,1278,-0.025371186,A,C,E
2,0,2025/05/29 00:00:00,280,7721,-0.387809421,1279,0.587224917,A,D,E
2,0,2025/05/29 01:00:00,281,7720,-0.985151436,1280,0.958195183,A,A,E
2,0,2025/05/29 02:00:00,282,7719,-0.676749765,1281,0.934896225,A,B,E
2,0,2025/05/29 03:00:00,283,7718,0.25385252,1282,0.526914881,A,C,E
2,0,2025/05/29 04:00:00,284,7717,0.951063968,1283,-0.097876488,A,A,E
2,0,2025/05/29 05:00:00,285,7716,0.77387159,1284,-0.682394551,A,A,E
2,0,2025/05/29 06:00:00,286,7715,-0.114814759,1285,-0.986127264,A,B,E
2,0,2025/05/29 07:00:00,287,7714,-0.897940948,1286,-0.884097521,A,A,E
2,0,2025/05/29 08:00:00,288,7713,-0.855504371,1287,-0.418287569,A,A,E
2,0,2025/05/29 09:00:00,289,7712,-0.02652102,1288,0.219635454,A,A,E
2,0,2025/05/29 10:00:00,290,7711,0.826845634,1289,0.767184927,A,B,E
2,0,2025/05/29 11:00:00,291,7710,0.920014225,1290,0.999060296,A,D,E
2,0,2025/05/29 12:00:00,292,7709,0.167325981,1291,0.819851645,A,C,E
2,0,2025/05/29 13:00:00,293,7708,-0.739200999,1292,0.303298079,A,A,E
2,0,2025/05/29 14:00:00,294,7707,-0.966109989,1293,-0.338053753,A,B,E
2,0,2025/05/29 15:00:00,295,7706,-0.304781911,1294,-0.840306378,A,C,E
2,0,2025/05/29 16:00:00,296,7705,0.636761251,1295,-0.996797565,A,D,E
2,0,2025/05/29 17:00:00,297,7704,0.992869055,1296,-0.74313578,A,B,E
2,0,2025/05/29 18:00:00,298,7703,0.436137629,1297,-0.183695409,A,B,E
2,0,2025/05/29 19:00:00,299,7702,-0.521576722,1298,0.451330236,A,D,E
2,0,2025/05/29 20:00:00,300,7701,-0.99975584,1299,0.900646722,A,B,E
3,0,2025/05/07 13:00:00,301,7700,-0.55876405,1300,0.979373488,A,A,E
3,0,2025/05/07 14:00:00,302,7699,0.395952831,1301,0.655116779,A,B,E
3,0,2025/05/07 15:00:00,303,7698,0.986632505,1302,0.061298722,A,B,E
3,0,2025/05/07 16:00:00,304,7697,0.670206804,1303,-0.557741961,A,A,E
3,0,2025/05/07 17:00:00,305,7696,-0.262403942,1304,-0.94728818,A,C,E
3,0,2025/05/07 18:00:00,306,7695,-0.953761713,1305,-0.947053087,A,D,E
3,0,2025/05/07 19:00:00,307,7694,-0.768235364,1306,-0.557133416,A,A,E
3,0,2025/05/07 20:00:00,308,7693,0.123603036,1307,0.062030322,A,B,E
3,0,2025/05/07 21:00:00,309,7692,0.901801375,1308,0.6556704,A,B,E
3,0,2025/05/07 22:00:00,310,7691,0.850887689,1309,0.979521333,A,B,E
3,0,2025/05/07 23:00:00,311,7690,0.017671785,1310,0.900327956,A,C,E
3,0,2025/05/08 00:00:00,312,7689,-0.831791476,1311,0.450676022,A,D,E
3,0,2025/05/08 01:00:00,313,7688,-0.91650949,1312,-0.184415881,A,B,E
3,0,2025/05/08 02:00:00,314,7687,-0.158592906,1313,-0.743626056,A,C,E
3,0,2025/05/08 03:00:00,315,7686,0.745133265,1314,-0.996855912,A,A,E
3,0,2025/05/08 04:00:00,316,7685,0.963787348,1315,-0.839908787,A,C,E
