Snapshot,Label,Time,Value1,Value2,Value3,Value4,Value5,Value6
0,0,2025-09-23 06:00:00,-0.241554,0.410578,-0.062707,0.026634,-0.047941,0.122515
0,0,2025-09-23 07:00:00,-0.12605,0.63099,0.034384,0.189099,-0.050604,0.029297
0,0,2025-09-23 08:00:00,-0.047558,0.304098,-0.019835,0.119852,-0.034624,-0.055931
0,0,2025-09-23 09:00:00,-0.180656,0.452631,0.147044,0.095881,-0.03196,-0.079901
0,0,2025-09-23 10:00:00,-0.223321,0.055369,0.154054,0.077238,-0.010653,-0.165129
0,0,2025-09-23 11:00:00,-0.269544,-0.195426,0.223995,0.109198,0.00799,-0.175783
0,0,2025-09-23 12:00:00,-0.132218,-0.108085,0.034453,0.053267,0.069248,0.029297
0,0,2025-09-23 13:00:00,-0.247598,0.05122,-0.140365,-0.002663,0.029297,0.165129
0,0,2025-09-23 14:00:00,-0.167151,0.495086,-0.104581,0.101208,0.0,0.157139
0,0,2025-09-23 15:00:00,-0.226787,0.582479,-0.110829,0.021307,-0.034624,0.117188
0,0,2025-09-23 16:00:00,-0.226787,0.582479,-0.110829,0.021307,-0.034624,0.117188
0,0,2025-09-23 17:00:00,-0.221194,0.535399,0.111417,0.063921,-0.063921,-0.050604
0,0,2025-09-23 18:00:00,-0.124525,0.254673,0.092016,0.063921,-0.01598,-0.125179
0,0,2025-09-23 19:00:00,-0.215384,0.045147,0.075045,0.359555,-0.005327,-0.194426
0,0,2025-09-23 20:00:00,-0.292342,0.126648,0.098005,0.386189,-0.010653,-0.189099
0,0,2025-09-23 21:00:00,-0.2096,-0.011763,0.179158,0.19709,-0.010653,-0.114525
0,0,2025-09-23 22:00:00,-0.350283,-0.067802,0.119141,-0.540665,-0.026634,0.109198
0,0,2025-09-23 23:00:00,-0.212305,0.062543,-0.100571,-0.239704,0.047941,0.130505
0,0,2025-09-24 00:00:00,-0.101916,0.041191,-0.217936,-0.306288,-0.010653,0.125179
0,0,2025-09-24 01:00:00,-0.125474,0.292536,-0.164587,-0.085228,-0.050604,0.087891
0,0,2025-09-24 02:00:00,-0.171308,0.566593,0.012233,-0.093218,-0.085228,-0.005327
0,0,2025-09-24 03:00:00,-0.392737,0.40288,0.244841,0.00799,-0.103872,-0.223723
0,0,2025-09-24 04:00:00,-0.333702,-0.095309,0.348375,0.063921,0.0,-0.367545
0,0,2025-09-24 05:00:00,-0.049047,-0.671382,0.154106,-0.034624,0.063921,-0.178446
0,0,2025-09-24 06:00:00,-0.161384,-0.299112,-0.035424,-0.146486,0.066584,0.170456
0,0,2025-09-24 07:00:00,-0.332913,0.264913,-0.254828,-0.141159,0.077238,0.338248
0,0,2025-09-24 08:00:00,-0.323573,0.979325,-0.235535,-0.117188,-0.005327,0.223723
0,0,2025-09-24 09:00:00,-0.260746,0.585794,-0.0036,-0.125179,-0.047941,-0.191763
0,0,2025-09-24 10:00:00,-0.386039,-0.286732,0.154836,0.183773,-0.090555,-0.423476
0,0,2025-09-24 11:00:00,0.073956,-0.684911,0.425322,0.311615,-0.00799,-0.330258
0,0,2025-09-24 12:00:00,0.013228,-0.702381,0.069628,0.079901,0.029297,0.186436
0,0,2025-09-24 13:00:00,-0.134901,0.063297,0.00436,0.154476,0.103872,0.303624
0,0,2025-09-24 14:00:00,-0.114447,0.685951,-0.241098,0.0,0.114525,0.346238
0,0,2025-09-24 15:00:00,-0.151736,1.384099,-0.409935,-0.396843,0.117188,0.375536
0,0,2025-09-24 16:00:00,-0.265312,1.393837,-0.37759,-0.439456,0.002663,-0.002663
0,0,2025-09-24 17:00:00,-0.265312,1.393837,-0.37759,-0.439456,0.002663,-0.002663
0,0,2025-09-24 18:00:00,-0.192506,-0.526192,0.259687,-0.034624,-0.133169,-0.740418
0,0,2025-09-24 19:00:00,0.006082,-1.453164,0.733738,0.308951,-0.087891,-0.657853
0,0,2025-09-24 20:00:00,0.006082,-1.453164,0.733738,0.308951,-0.087891,-0.657853
0,0,2025-09-24 21:00:00,-0.056635,-1.491239,0.261785,-0.22106,0.170456,0.117188
0,0,2025-09-24 22:00:00,-0.209398,-0.588188,-0.187312,-0.149149,0.178446,0.487397
0,0,2025-09-24 23:00:00,-0.160216,0.54238,-0.454873,-0.165129,0.095881,0.540665
0,0,2025-09-25 00:00:00,-0.135851,0.976972,-0.386007,0.178446,-0.042614,0.242367
0,0,2025-09-25 01:00:00,-0.27988,1.021334,-0.116938,0.189099,-0.071911,-0.058594
0,0,2025-09-25 02:00:00,-0.181434,0.546116,0.025466,0.191763,-0.079901,-0.247694
0,0,2025-09-25 03:00:00,-0.129874,-0.004861,0.207466,0.194426,-0.050604,-0.298298
0,0,2025-09-25 04:00:00,-0.041725,-0.485268,0.14792,-0.039951,0.0,-0.191763
0,0,2025-09-25 05:00:00,-0.176548,-0.269133,0.041364,-0.026634,0.047941,0.058594
0,0,2025-09-25 06:00:00,-0.257786,-0.162642,-0.136943,0.045277,0.034624,0.159802
0,0,2025-09-25 07:00:00,-0.257786,-0.162642,-0.136943,0.045277,0.034624,0.159802
0,0,2025-09-25 08:00:00,-0.239707,0.426015,-0.126909,0.013317,-0.021307,0.143822
0,0,2025-09-25 09:00:00,-0.216372,0.545045,-0.019764,0.005327,-0.03196,0.03196
0,0,2025-09-25 10:00:00,-0.08794,0.305803,0.04661,0.061258,-0.00799,-0.114525
0,0,2025-09-25 11:00:00,-0.227259,0.072097,0.118345,-0.042614,-0.002663,-0.130505
0,0,2025-09-25 12:00:00,-0.143374,-0.071186,0.043983,-0.077238,0.047941,-0.109198
0,0,2025-09-25 13:00:00,-0.308963,-0.124647,-0.132656,-0.018644,0.034624,-0.039951
0,0,2025-09-25 14:00:00,-0.269968,-0.065241,-0.07248,0.013317,-0.002663,-0.002663
0,0,2025-09-25 15:00:00,-0.191018,-0.032477,-0.039316,0.010653,-0.026634,0.047941
0,0,2025-09-25 16:00:00,-0.24424,0.152639,0.049186,0.037287,-0.039951,0.071911
0,0,2025-09-25 17:00:00,-0.2092,0.3387,0.082105,0.0,-0.013317,0.063921
0,0,2025-09-25 18:00:00,-0.167918,0.224085,0.039889,0.039951,-0.010653,-0.021307
0,0,2025-09-25 19:00:00,-0.22767,0.118392,-0.088594,-0.029297,0.005327,-0.042614
0,0,2025-09-25 20:00:00,-0.193271,0.055227,-0.04153,0.0,-0.013317,-0.063921
0,0,2025-09-25 21:00:00,-0.193271,0.055227,-0.04153,0.0,-0.013317,-0.063921
0,0,2025-09-25 22:00:00,-0.20515,-0.00339,-0.015113,-0.00799,-0.010653,-0.03196
1,0,2025-07-14 20:00:00,0.377751,-0.61085,-0.147376,-0.103872,-0.109198,-0.037287
1,0,2025-07-14 21:00:00,0.377751,-0.61085,-0.147376,-0.103872,-0.109198,-0.037287
1,0,2025-07-14 22:00:00,2.952965,0.970717,-5.962515,-7.593275,-0.697804,-2.865789
1,0,2025-07-14 23:00:00,4.310925,-1.625661,-1.898794,-5.345389,0.402169,-4.176168
1,0,2025-07-15 00:00:00,3.256906,-6.969257,-2.730436,-2.743274,0.615239,-3.417107
1,0,2025-07-15 01:00:00,0.850679,-3.750327,0.506514,0.990775,0.22106,-1.265102
1,0,2025-07-15 02:00:00,-0.909276,-3.762961,0.030191,-0.692477,-0.135832,-0.173119
1,0,2025-07-15 03:00:00,-0.909276,-3.762961,0.030191,-0.692477,-0.135832,-0.173119
1,0,2025-07-15 04:00:00,0.205036,-0.580699,0.57639,0.0,0.079901,0.807002
1,0,2025-07-15 05:00:00,-0.480176,0.782229,0.389283,-0.074574,-0.095881,1.1053
1,0,2025-07-15 06:00:00,-0.335057,1.046099,0.262248,0.039951,-0.165129,0.844289
1,0,2025-07-15 07:00:00,-0.126666,1.843534,0.414982,-0.037287,0.002663,0.306288
1,0,2025-07-15 08:00:00,-0.25153,1.473271,0.300707,-0.133169,0.005327,-0.114525
1,0,2025-07-15 09:00:00,-0.26917,0.793225,0.310287,0.018644,0.074574,-0.460763
1,0,2025-07-15 10:00:00,-0.26917,0.793225,0.310287,0.018644,0.074574,-0.460763
1,0,2025-07-15 11:00:00,-0.300983,-0.837754,0.233792,-0.167792,0.077238,-0.383526
1,0,2025-07-15 12:00:00,-0.300983,-0.837754,0.233792,-0.167792,0.077238,-0.383526
1,0,2025-07-15 13:00:00,-0.371338,-1.020851,0.22401,-0.114525,0.02397,-0.111862
1,0,2025-07-15 14:00:00,-0.193407,-0.640181,0.132538,-0.093218,0.058594,0.146486
1,0,2025-07-15 15:00:00,-0.597333,0.32014,0.173558,-0.753734,0.042614,0.396843
1,0,2025-07-15 16:00:00,0.11343,-0.398871,0.159204,0.287644,-0.093218,0.191763
1,0,2025-07-15 17:00:00,-0.162806,0.392694,0.2012,0.364882,-0.125179,0.210406
1,0,2025-07-15 18:00:00,0.008696,1.05405,0.087576,0.218397,-0.018644,0.154476
1,0,2025-07-15 19:00:00,-0.374925,0.87377,0.065597,-0.103872,-0.133169,0.002663
1,0,2025-07-15 20:00:00,-0.30439,0.591851,0.25585,0.103872,-0.037287,-0.215733
1,0,2025-07-15 21:00:00,-0.026558,0.067974,0.227074,-0.069248,-0.026634,-0.22106
1,0,2025-07-15 22:00:00,-0.35821,-0.282601,0.128366,-0.103872,0.01598,-0.146486
1,0,2025-07-15 23:00:00,-0.515776,-0.292477,0.34654,-0.01598,0.045277,-0.071911
1,0,2025-07-16 00:00:00,-0.046148,-0.299014,0.221333,0.026634,0.029297,0.082565
1,0,2025-07-16 01:00:00,-0.144326,0.053905,-0.002348,0.047941,0.047941,0.207743
1,0,2025-07-16 02:00:00,-0.284587,0.347178,-0.039309,0.077238,0.034624,0.226387
1,0,2025-07-16 03:00:00,-0.317509,0.305793,-0.001896,0.19709,0.058594,0.106535
1,0,2025-07-16 04:00:00,0.106786,0.522609,0.051506,0.133169,-0.005327,0.133169
1,0,2025-07-16 05:00:00,-0.296796,0.697637,-0.095245,-0.029297,-0.026634,0.071911
1,0,2025-07-16 06:00:00,-0.295219,0.656868,0.159304,0.005327,-0.03196,-0.087891
1,0,2025-07-16 07:00:00,-0.295219,0.656868,0.159304,0.005327,-0.03196,-0.087891
1,0,2025-07-16 08:00:00,-0.314541,-0.079679,0.214541,-0.026634,-0.026634,-0.210406
1,0,2025-07-16 09:00:00,-0.45851,-0.353155,0.165208,0.002663,0.034624,-0.167792
1,0,2025-07-16 10:00:00,-0.45851,-0.353155,0.165208,0.002663,0.034624,-0.167792
1,0,2025-07-16 11:00:00,-0.193004,-0.290084,-0.06777,0.00799,0.018644,0.151812
1,0,2025-07-16 12:00:00,-0.193004,-0.290084,-0.06777,0.00799,0.018644,0.151812
1,0,2025-07-16 13:00:00,-0.170549,0.401593,-0.066491,0.095881,-0.029297,0.234377
1,0,2025-07-16 14:00:00,-0.170549,0.401593,-0.066491,0.095881,-0.029297,0.234377
1,0,2025-07-16 15:00:00,-0.386525,0.770462,-0.071366,0.00799,-0.029297,0.119852
1,0,2025-07-16 16:00:00,-0.367479,0.742822,0.012548,0.039951,-0.037287,-0.02397
1,0,2025-07-16 17:00:00,-0.159422,0.462118,-0.004922,-0.055931,-0.026634,-0.157139
1,0,2025-07-16 18:00:00,-0.29598,0.185282,0.013739,-0.085228,-0.061258,-0.189099
1,0,2025-07-16 19:00:00,-0.363492,-0.136056,0.138816,-0.071911,0.0,-0.231713
1,0,2025-07-16 20:00:00,-0.396972,-0.415889,0.136874,-0.055931,0.034624,-0.170456
1,0,2025-07-16 21:00:00,-0.358613,-0.49872,0.077163,-0.01598,0.029297,-0.03196
1,0,2025-07-16 22:00:00,-0.442344,-0.27276,-0.033462,-0.010653,0.034624,0.125179
1,0,2025-07-16 23:00:00,-0.075491,0.074072,-0.112763,0.085228,0.00799,0.223723
1,0,2025-07-17 00:00:00,-0.281528,0.459907,-0.016241,0.045277,-0.042614,0.276991
1,0,2025-07-17 01:00:00,-0.127631,0.871236,0.059546,0.058594,-0.034624,0.173119
1,0,2025-07-17 02:00:00,-0.110878,0.718749,-0.079959,0.02397,-0.018644,-0.00799
1,0,2025-07-17 03:00:00,-0.13422,0.497472,0.029375,0.037287,-0.053267,-0.157139
1,0,2025-07-17 04:00:00,-0.103901,0.245897,0.034459,-0.037287,-0.03196,-0.19709
1,0,2025-07-17 05:00:00,-0.418226,-0.111263,0.116902,-0.03196,0.005327,-0.21307
1,0,2025-07-17 06:00:00,-0.425436,-0.359839,0.16173,-0.013317,0.037287,-0.170456
1,0,2025-07-17 07:00:00,-0.370799,-0.537982,0.066766,0.026634,0.03196,-0.055931
1,0,2025-07-17 08:00:00,-0.203984,-0.330117,-0.069821,0.063921,0.042614,0.082565
1,0,2025-07-17 09:00:00,-0.307469,0.071059,-0.042382,0.109198,-0.00799,0.242367
1,0,2025-07-17 10:00:00,-0.283588,0.429994,-0.079564,0.010653,0.010653,0.25302
1,0,2025-07-17 11:00:00,-0.06342,0.820934,-0.081878,0.063921,-0.02397,0.173119
1,0,2025-07-17 12:00:00,-0.265932,0.786964,-0.146703,-0.01598,-0.018644,-0.029297
1,0,2025-07-17 13:00:00,-0.212629,0.687065,-0.107044,-0.093218,0.0,-0.111862
1,0,2025-07-17 14:00:00,-0.312527,0.222263,-0.007593,-0.101208,-0.026634,-0.239704
1,0,2025-07-17 15:00:00,-0.312527,0.222263,-0.007593,-0.101208,-0.026634,-0.239704
1,0,2025-07-17 16:00:00,-0.35707,-0.682261,0.188157,-0.010653,0.053267,-0.165129
1,0,2025-07-17 17:00:00,-0.35707,-0.682261,0.188157,-0.010653,0.053267,-0.165129
1,0,2025-07-17 18:00:00,-0.234194,-0.365944,0.040176,0.069248,0.053267,0.202416
1,0,2025-07-17 19:00:00,-0.234194,-0.365944,0.040176,0.069248,0.053267,0.202416
1,0,2025-07-17 20:00:00,-0.148623,0.324679,-0.19009,0.047941,0.02397,0.319605
1,0,2025-07-17 21:00:00,-0.254128,0.662562,-0.239582,0.098545,-0.021307,0.271664
1,0,2025-07-17 22:00:00,-0.342918,0.710279,0.032026,0.037287,-0.045277,-0.106535
1,0,2025-07-17 23:00:00,-0.342918,0.710279,0.032026,0.037287,-0.045277,-0.106535
1,0,2025-07-18 00:00:00,-0.307717,0.263486,0.058212,-0.047941,-0.03196,-0.22905
1,0,2025-07-18 01:00:00,-0.288853,-0.004845,0.102983,-0.029297,-0.02397,-0.258347
1,0,2025-07-18 02:00:00,-0.206991,-0.461535,0.152822,-0.021307,0.010653,-0.210406
1,0,2025-07-18 03:00:00,-0.317809,-0.444313,0.11508,-0.034624,0.047941,0.0
1,0,2025-07-18 04:00:00,-0.380047,-0.351846,-0.029222,0.0,0.053267,0.103872
1,0,2025-07-18 05:00:00,-0.315195,-0.147521,-0.073237,0.063921,0.055931,0.162466
1,0,2025-07-18 06:00:00,-0.356792,0.220674,-0.084682,0.077238,0.0,0.210406
1,0,2025-07-18 07:00:00,-0.319121,0.567315,-0.065975,0.039951,0.002663,0.186436
1,0,2025-07-18 08:00:00,-0.26593,0.676642,-0.031103,0.034624,-0.039951,0.03196
1,0,2025-07-18 09:00:00,-0.136431,0.478225,0.024887,0.042614,-0.039951,-0.103872
1,0,2025-07-18 10:00:00,-0.186955,0.167015,0.006447,-0.018644,-0.01598,-0.149149
1,0,2025-07-18 11:00:00,-0.264595,-0.079429,0.027814,-0.03196,0.00799,-0.165129
1,0,2025-07-18 12:00:00,-0.253146,-0.293329,0.017837,-0.053267,0.002663,-0.114525
1,0,2025-07-18 13:00:00,-0.279518,-0.303092,0.000751,0.002663,0.013317,-0.013317
1,0,2025-07-18 14:00:00,-0.209648,-0.257912,-0.019029,0.013317,0.005327,0.058594
1,0,2025-07-18 15:00:00,-0.226917,0.095899,-0.032673,0.021307,0.0,0.143822
1,0,2025-07-18 16:00:00,-0.351601,0.410316,-0.023984,0.037287,-0.005327,0.122515
1,0,2025-07-18 17:00:00,-0.318476,0.478979,-0.045427,-0.018644,0.0,0.039951
1,0,2025-07-18 18:00:00,-0.287704,0.344518,0.055352,-0.01598,-0.00799,-0.039951
1,0,2025-07-18 19:00:00,-0.287704,0.344518,0.055352,-0.01598,-0.00799,-0.039951
1,0,2025-07-18 20:00:00,-0.323383,-0.098593,0.063051,-0.018644,-0.010653,-0.135832
1,0,2025-07-18 21:00:00,-0.323383,-0.098593,0.063051,-0.018644,-0.010653,-0.135832
1,0,2025-07-18 22:00:00,-0.333625,-0.215987,-0.000848,-0.00799,0.01598,0.034624
1,0,2025-07-18 23:00:00,-0.333625,-0.215987,-0.000848,-0.00799,0.01598,0.034624
2,0,2025-05-25 17:00:00,-0.813905,0.825666,0.032712,0.021307,0.122515,0.775041
2,0,2025-05-25 18:00:00,-0.813905,0.825666,0.032712,0.021307,0.122515,0.775041
2,0,2025-05-25 19:00:00,-0.424628,-1.305033,0.82617,-0.372872,-0.045277,0.383526
2,0,2025-05-25 20:00:00,0.316895,-0.507693,0.218569,0.02397,-0.130505,0.588605
2,0,2025-05-25 21:00:00,0.22858,0.028821,0.586313,0.066584,-0.263674,0.817655
2,0,2025-05-25 22:00:00,-0.162312,0.871541,1.138116,0.210406,-0.324931,0.804339
2,0,2025-05-25 23:00:00,-0.162312,0.871541,1.138116,0.210406,-0.324931,0.804339
2,0,2025-05-26 00:00:00,0.002101,1.17392,0.85582,0.178446,-0.127842,-0.125179
2,0,2025-05-26 01:00:00,0.115463,0.792781,0.728667,-0.042614,0.039951,-0.362219
2,0,2025-05-26 02:00:00,-0.213192,0.109771,0.429804,-0.053267,0.167792,-0.492724
2,0,2025-05-26 03:00:00,-0.170978,-0.536271,0.362009,-0.063921,0.101208,-0.543328
2,0,2025-05-26 04:00:00,-0.19408,-0.991322,0.196918,-0.087891,0.109198,-0.375536
2,0,2025-05-26 05:00:00,-0.735282,-1.194219,0.342182,0.143822,-0.018644,-0.194426
2,0,2025-05-26 06:00:00,-0.735282,-1.194219,0.342182,0.143822,-0.018644,-0.194426
2,0,2025-05-26 07:00:00,0.158854,-1.309782,0.47486,0.356892,-0.01598,-0.058594
2,0,2025-05-26 08:00:00,0.535213,-0.778274,0.202399,0.061258,-0.090555,0.444783
2,0,2025-05-26 09:00:00,-0.002833,0.622438,0.298646,0.367545,-0.308951,0.852279
2,0,2025-05-26 10:00:00,0.356598,1.528401,0.390574,0.410159,-0.143822,0.540665
2,0,2025-05-26 11:00:00,0.267763,1.68107,0.248396,-0.018644,-0.079901,0.375536
2,0,2025-05-26 12:00:00,-0.046865,1.590526,0.401889,0.22106,-0.071911,-0.114525
2,0,2025-05-26 13:00:00,0.213943,1.094367,0.472026,0.013317,0.03196,-0.487397
2,0,2025-05-26 14:00:00,0.07373,0.362506,0.314907,-0.67117,0.093218,-0.367545
2,0,2025-05-26 15:00:00,-0.272301,-0.381255,0.539841,-0.061258,0.03196,-0.68715
2,0,2025-05-26 16:00:00,0.182515,-0.897944,0.133732,-0.362219,0.157139,-0.617902
2,0,2025-05-26 17:00:00,-1.154123,-1.901395,0.061834,-0.263674,-0.010653,-0.242367
2,0,2025-05-26 18:00:00,0.027075,-1.701837,0.289135,0.330258,-0.002663,0.026634
2,0,2025-05-26 19:00:00,-0.165281,-0.880269,0.002912,-0.103872,-0.00799,0.697804
2,0,2025-05-26 20:00:00,0.467589,0.753131,0.262846,0.202416,-0.282318,0.92419
2,0,2025-05-26 21:00:00,0.340399,1.418083,0.468662,0.029297,-0.284981,0.692477
2,0,2025-05-26 22:00:00,0.344565,1.545642,0.655104,-0.002663,-0.226387,0.335585
2,0,2025-05-26 23:00:00,-0.042749,1.570619,0.780502,-0.053267,-0.013317,-0.194426
2,0,2025-05-27 00:00:00,0.037069,0.907102,0.775618,-0.021307,0.127842,-0.625893
2,0,2025-05-27 01:00:00,0.294207,-0.348287,0.353227,-0.186436,0.295634,-0.852279
2,0,2025-05-27 02:00:00,0.083426,-1.066452,-0.12914,-0.19709,0.276991,-0.668507
2,0,2025-05-27 03:00:00,-0.037534,-0.760048,-0.160335,-0.159802,0.191763,-0.276991
2,0,2025-05-27 04:00:00,-0.406937,-0.623943,-0.040013,-0.125179,0.03196,-0.162466
2,0,2025-05-27 05:00:00,-0.413721,-0.767604,0.143868,0.287644,-0.058594,-0.082565
2,0,2025-05-27 06:00:00,-0.413721,-0.767604,0.143868,0.287644,-0.058594,-0.082565
2,0,2025-05-27 07:00:00,0.363718,-0.283528,-0.015822,0.189099,-0.258347,0.684487
2,0,2025-05-27 08:00:00,-0.265478,0.956958,0.38275,0.186436,-0.282318,0.673833
2,0,2025-05-27 09:00:00,-0.156517,1.369015,0.57906,0.170456,-0.186436,0.383526
2,0,2025-05-27 10:00:00,0.000758,1.33681,0.645173,0.098545,-0.095881,0.101208
2,0,2025-05-27 11:00:00,0.000758,1.33681,0.645173,0.098545,-0.095881,0.101208
2,0,2025-05-27 12:00:00,-0.178432,0.350001,0.375185,0.026634,0.191763,-0.455437
2,0,2025-05-27 13:00:00,-0.178432,0.350001,0.375185,0.026634,0.191763,-0.455437
2,0,2025-05-27 14:00:00,-0.171692,-0.115913,0.020747,-0.037287,0.223723,-0.522021
2,0,2025-05-27 15:00:00,-0.200395,-0.439364,-0.095996,0.093218,0.191763,-0.516694
2,0,2025-05-27 16:00:00,-0.214544,-1.095621,-0.044201,0.119852,-0.042614,0.170456
2,0,2025-05-27 17:00:00,-0.214544,-1.095621,-0.044201,0.119852,-0.042614,0.170456
2,0,2025-05-27 18:00:00,-0.153174,-0.944781,-0.085359,0.173119,-0.141159,0.391516
2,0,2025-05-27 19:00:00,0.063053,0.816631,0.115953,0.263674,-0.247694,0.825646
2,0,2025-05-27 20:00:00,0.063053,0.816631,0.115953,0.263674,-0.247694,0.825646
2,0,2025-05-27 21:00:00,0.179371,1.519381,0.399812,0.282318,-0.154476,0.511368
2,0,2025-05-27 22:00:00,0.051857,1.889705,0.442761,-0.010653,0.034624,0.138495
2,0,2025-05-27 23:00:00,0.053935,1.550083,0.286063,-0.22905,0.181109,-0.276991
2,0,2025-05-28 00:00:00,0.497457,0.440191,-0.084761,-0.412823,0.306288,-0.759061
2,0,2025-05-28 01:00:00,0.312984,-0.05457,-0.35609,-0.684487,0.290308,-0.668507
2,0,2025-05-28 02:00:00,-0.45548,-0.810432,-0.404778,-0.359555,0.183773,-0.66318
2,0,2025-05-28 03:00:00,-0.423346,-1.494622,-0.211229,-0.199753,0.085228,-0.532675
2,0,2025-05-28 04:00:00,-0.586515,-1.732656,-0.072551,-0.300961,0.061258,-0.077238
2,0,2025-05-28 05:00:00,-0.096851,-1.590913,0.142581,-0.053267,-0.063921,0.351565
2,0,2025-05-28 06:00:00,0.27982,-0.410262,0.216922,0.061258,-0.130505,0.822982
2,0,2025-05-28 07:00:00,0.105545,0.311241,0.141725,0.23704,-0.125179,0.812329
2,0,2025-05-28 08:00:00,0.213485,1.229623,0.065881,0.370209,-0.061258,0.769715
2,0,2025-05-28 09:00:00,-0.033018,1.812892,0.223909,-0.029297,-0.098545,0.44212
2,0,2025-05-28 10:00:00,0.113327,1.89287,0.399319,-0.005327,-0.021307,-0.053267
2,0,2025-05-28 11:00:00,0.04042,1.359296,0.463252,-0.372872,0.117188,-0.439456
2,0,2025-05-28 12:00:00,0.18582,0.316042,0.210903,-0.556645,0.300961,-0.820319
2,0,2025-05-28 13:00:00,0.18582,0.316042,0.210903,-0.556645,0.300961,-0.820319
2,0,2025-05-28 14:00:00,-0.37143,-1.125063,-0.328371,-0.716447,0.292971,-0.47408
2,0,2025-05-28 15:00:00,-0.529037,-1.187219,-0.232735,-0.43413,0.098545,-0.247694
2,0,2025-05-28 16:00:00,-0.383046,-0.928388,-0.083966,-0.058594,-0.01598,-0.114525
2,0,2025-05-28 17:00:00,-0.569038,-1.378049,-0.038047,0.125179,-0.151812,0.146486
2,0,2025-05-28 18:00:00,0.343049,-0.994418,0.125557,0.4581,-0.263674,0.380862
2,0,2025-05-28 19:00:00,0.016317,-0.372034,0.007185,0.255684,-0.300961,0.732428
2,0,2025-05-28 20:00:00,0.372194,0.585386,0.201871,0.583279,-0.455437,0.809665
2,0,2025-05-28 21:00:00,0.133915,1.68273,0.334237,0.324931,-0.324931,0.609912
2,0,2025-05-28 22:00:00,0.133915,1.68273,0.334237,0.324931,-0.324931,0.609912
